"v (km/s)" BF[g(v)]
-1020.23 3.19309e-06
-993.072 4.33103e-07
-965.909 1.31199e-07
-938.743 1.5832e-07
-911.574 8.05415e-08
-884.403 1.57622e-07
-857.23 3.32183e-06
-830.054 1.3794e-05
-802.875 3.01264e-05
-775.694 4.49499e-05
-748.511 5.32541e-05
-721.325 5.57017e-05
-694.137 5.56272e-05
-666.946 5.84115e-05
-639.753 6.28563e-05
-612.557 6.92025e-05
-585.359 7.61148e-05
-558.158 8.14136e-05
-530.955 8.38613e-05
-503.75 8.39919e-05
-476.542 8.24988e-05
-449.331 7.78669e-05
-422.118 6.4887e-05
-394.903 3.58242e-05
-367.685 9.26741e-07
-340.464 9.99302e-05
-313.241 0.000961678
-286.016 0.00419543
-258.788 0.0116258
-231.558 0.0234299
-204.325 0.0386447
-177.09 0.0545766
-149.852 0.0673759
-122.612 0.0752856
-95.369 0.0795117
-68.1238 0.0829399
-40.8761 0.0879021
-13.626 0.094098
13.6266 0.0980978
40.8817 0.0949515
68.1393 0.081076
95.3993 0.057216
122.662 0.030282
149.927 0.0111081
177.194 0.00356307
204.464 0.00111421
231.737 0.000300623
259.012 6.39489e-05
286.289 9.69329e-06
313.569 8.5235e-07
340.851 7.698e-10
368.136 4.28233e-07
395.424 2.96867e-06
422.713 9.66941e-06
450.006 1.82493e-05
477.3 2.15358e-05
504.598 1.48689e-05
531.897 3.08535e-06
559.2 2.3949e-06
586.504 2.90477e-05
613.811 7.10322e-05
641.121 8.57195e-05
668.433 5.76363e-05
695.748 2.05637e-05
723.065 1.0678e-06
750.385 1.26314e-05
777.707 1.37526e-05
805.031 5.60237e-06
832.358 3.02124e-07
859.688 8.13743e-08
887.02 3.93498e-07
914.354 7.56927e-06
941.691 2.48319e-05
969.031 4.23153e-05
996.373 4.96695e-05
1023.72 4.39402e-05
