log[Age(Myr)] 3484_MASS
2.6989700043360187 4.42442e-05
2.7484376745664973 0.000102735
2.7979056993527007 0.000194528
2.8473739733267314 0.000506505
2.8968413524209744 0.00127519
2.9463092780221425 0.00245513
2.9957773040840703 0.00197968
3.045244720478147 0.00154008
3.0947121423588384 0.00290654
3.1441817643668375 0.00145528
3.1936476637667615 0.00071666
3.243117455274604 1.64243e-06
3.292583884255552 0.00413118
3.3420533735347466 0.0119652
3.3915208329544204 0.0573878
3.440987751476157 0.148623
3.490455735894072 0.197075
3.539923776965465 0.31078
3.5893921410106087 0.288966
3.6388594973752038 0.350687
3.688328147713719 0.573824
3.7377959405311976 0.929323
3.7872634741087965 1.38637
3.836731629478519 2.22328
3.8861995939089495 3.06277
3.9356674516452066 3.01084
3.985135349823362 4.53737
4.034604395322679 6.27169
4.084071989200302 7.47821
4.133538908370218 4.62135
