log[Age(Myr)] 3565_SFR
2.6989700043360187 3.01715e-12
2.7484376745664973 6.3862e-12
2.7979056993527007 1.17279e-11
2.8473739733267314 2.11359e-11
2.8968413524209744 3.7277e-11
2.9463092780221425 1.3752e-10
2.9957773040840703 2.42228e-10
3.045244720478147 1.9143e-10
3.0947121423588384 1.94587e-10
3.1441817643668375 5.80553e-10
3.1936476637667615 8.33336e-10
3.243117455274604 1.08672e-09
3.292583884255552 1.2165e-09
3.3420533735347466 7.01723e-10
3.3915208329544204 1.9817e-09
3.440987751476157 1.16113e-09
3.490455735894072 2.15653e-09
3.539923776965465 1.99117e-09
3.5893921410106087 1.40982e-09
3.6388594973752038 1.32123e-09
3.688328147713719 1.35874e-09
3.7377959405311976 1.9116e-09
3.7872634741087965 1.86221e-09
3.836731629478519 1.51933e-09
3.8861995939089495 1.66076e-09
3.9356674516452066 1.63157e-09
3.985135349823362 1.56381e-09
4.034604395322679 1.59735e-09
4.084071989200302 1.57535e-09
4.133538908370218 1.4524e-09
