log[Age(Myr)] 3565_AMR
2.6989700043360187 0.00983955
2.7484376745664973 0.011189
2.7979056993527007 0.0117749
2.8473739733267314 0.0151604
2.8968413524209744 0.0211648
2.9463092780221425 0.0499838
2.9957773040840703 0.049997
3.045244720478147 0.0374132
3.0947121423588384 0.0111272
3.1441817643668375 0.05
3.1936476637667615 0.0499985
3.243117455274604 0.05
3.292583884255552 0.0499999
3.3420533735347466 0.00857007
3.3915208329544204 0.0499995
3.440987751476157 0.0108325
3.490455735894072 0.0459491
3.539923776965465 0.0341865
3.5893921410106087 0.00815099
3.6388594973752038 0.00612653
3.688328147713719 0.00811663
3.7377959405311976 0.0403571
3.7872634741087965 0.0374479
3.836731629478519 0.00792816
3.8861995939089495 0.0079536
3.9356674516452066 0.00677523
3.985135349823362 0.00497569
4.034604395322679 0.00433711
4.084071989200302 0.00409214
4.133538908370218 0.00399979
